Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_197_1169,VPWR,li1,543.9500,546.7200,1.800000
FILLER_197_1161,VPWR,li1,541.4200,546.7200,1.800000
FILLER_197_1149,VPWR,li1,536.8200,546.7200,1.800000
FILLER_197_1145,VPWR,li1,532.9100,546.7200,1.800000
FILLER_197_1133,VPWR,li1,529.4600,546.7200,1.800000
FILLER_197_1121,VPWR,li1,523.9400,546.7200,1.800000
FILLER_197_1117,VPWR,li1,520.0300,546.7200,1.800000
FILLER_197_1105,VPWR,li1,516.5800,546.7200,1.800000
FILLER_197_1093,VPWR,li1,511.0600,546.7200,1.800000
FILLER_197_1089,VPWR,li1,507.1500,546.7200,1.800000
FILLER_197_1077,VPWR,li1,503.7000,546.7200,1.800000
FILLER_197_1065,VPWR,li1,498.1800,546.7200,1.800000
FILLER_197_1061,VPWR,li1,494.2700,546.7200,1.800000
FILLER_197_1049,VPWR,li1,490.8200,546.7200,1.800000
FILLER_197_1037,VPWR,li1,485.3000,546.7200,1.800000
FILLER_197_1033,VPWR,li1,481.3900,546.7200,1.800000
FILLER_197_1021,VPWR,li1,477.9400,546.7200,1.800000
FILLER_197_1009,VPWR,li1,472.4200,546.7200,1.800000
FILLER_197_1005,VPWR,li1,468.5100,546.7200,1.800000
FILLER_197_993,VPWR,li1,465.0600,546.7200,1.800000
FILLER_197_981,VPWR,li1,459.5400,546.7200,1.800000
FILLER_197_977,VPWR,li1,455.6300,546.7200,1.800000
FILLER_197_965,VPWR,li1,452.1800,546.7200,1.800000
FILLER_197_953,VPWR,li1,446.6600,546.7200,1.800000
FILLER_197_949,VPWR,li1,442.7500,546.7200,1.800000
FILLER_197_937,VPWR,li1,439.3000,546.7200,1.800000
FILLER_197_925,VPWR,li1,433.7800,546.7200,1.800000
FILLER_197_921,VPWR,li1,429.8700,546.7200,1.800000
FILLER_197_909,VPWR,li1,426.4200,546.7200,1.800000
FILLER_197_897,VPWR,li1,420.9000,546.7200,1.800000
FILLER_197_893,VPWR,li1,416.9900,546.7200,1.800000
FILLER_197_881,VPWR,li1,413.5400,546.7200,1.800000
FILLER_197_869,VPWR,li1,408.0200,546.7200,1.800000
